Content ID,Reaction Type,Sentiment,Score,Category
359b93ea-446f-4202-8801-db238de5de4d,scared,negative,15.0,food
359b93ea-446f-4202-8801-db238de5de4d,scared,negative,15.0,food
359b93ea-446f-4202-8801-db238de5de4d,scared,negative,15.0,food
359b93ea-446f-4202-8801-db238de5de4d,scared,negative,15.0,food
359b93ea-446f-4202-8801-db238de5de4d,want,positive,70.0,food
359b93ea-446f-4202-8801-db238de5de4d,want,positive,70.0,food
359b93ea-446f-4202-8801-db238de5de4d,want,positive,70.0,food
359b93ea-446f-4202-8801-db238de5de4d,want,positive,70.0,food
359b93ea-446f-4202-8801-db238de5de4d,worried,negative,12.0,food
359b93ea-446f-4202-8801-db238de5de4d,worried,negative,12.0,food
359b93ea-446f-4202-8801-db238de5de4d,worried,negative,12.0,food
359b93ea-446f-4202-8801-db238de5de4d,worried,negative,12.0,food
360df5a1-8118-4972-a5d0-27033dba1f1c,adore,positive,72.0,fitness
360df5a1-8118-4972-a5d0-27033dba1f1c,disgust,negative,0.0,fitness
360df5a1-8118-4972-a5d0-27033dba1f1c,disgust,negative,0.0,fitness
360df5a1-8118-4972-a5d0-27033dba1f1c,indifferent,neutral,20.0,fitness
360df5a1-8118-4972-a5d0-27033dba1f1c,interested,positive,30.0,fitness
360df5a1-8118-4972-a5d0-27033dba1f1c,intrigued,positive,45.0,fitness
360df5a1-8118-4972-a5d0-27033dba1f1c,love,positive,65.0,fitness
360df5a1-8118-4972-a5d0-27033dba1f1c,peeking,neutral,35.0,fitness
360df5a1-8118-4972-a5d0-27033dba1f1c,peeking,neutral,35.0,fitness
360df5a1-8118-4972-a5d0-27033dba1f1c,peeking,neutral,35.0,fitness
360df5a1-8118-4972-a5d0-27033dba1f1c,peeking,neutral,35.0,fitness
360df5a1-8118-4972-a5d0-27033dba1f1c,want,positive,70.0,fitness
362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,cherish,positive,70.0,technology
362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,cherish,positive,70.0,technology
362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,hate,negative,5.0,technology
362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,heart,positive,60.0,technology
362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,heart,positive,60.0,technology
362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,like,positive,50.0,technology
362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,like,positive,50.0,technology
362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,peeking,neutral,35.0,technology
362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,super love,positive,75.0,technology
362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,super love,positive,75.0,technology
362bdbf7-5b75-4ae5-8f37-79ef06b6e8e8,want,positive,70.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,adore,positive,72.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,adore,positive,72.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,adore,positive,72.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,cherish,positive,70.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,disgust,negative,0.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,disgust,negative,0.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,dislike,negative,10.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,hate,negative,5.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,heart,positive,60.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,indifferent,neutral,20.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,interested,positive,30.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,interested,positive,30.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,interested,positive,30.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,intrigued,positive,45.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,intrigued,positive,45.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,intrigued,positive,45.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,intrigued,positive,45.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,love,positive,65.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,peeking,neutral,35.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,peeking,neutral,35.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,scared,negative,15.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,scared,negative,15.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,scared,negative,15.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,super love,positive,75.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,super love,positive,75.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,super love,positive,75.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,super love,positive,75.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,super love,positive,75.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,super love,positive,75.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,super love,positive,75.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,want,positive,70.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,worried,negative,12.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,worried,negative,12.0,technology
36bd1711-92f6-4240-8ac5-21df845abe86,worried,negative,12.0,technology
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,adore,positive,72.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,adore,positive,72.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,cherish,positive,70.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,cherish,positive,70.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,negative,0.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,negative,0.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,negative,0.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,dislike,negative,10.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,dislike,negative,10.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,dislike,negative,10.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,dislike,negative,10.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,hate,negative,5.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,hate,negative,5.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,hate,negative,5.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,hate,negative,5.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,hate,negative,5.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,positive,60.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,positive,60.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,positive,60.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,positive,60.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,positive,60.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,positive,60.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,indifferent,neutral,20.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,indifferent,neutral,20.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,indifferent,neutral,20.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,indifferent,neutral,20.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,indifferent,neutral,20.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,interested,positive,30.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,interested,positive,30.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,intrigued,positive,45.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,intrigued,positive,45.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,like,positive,50.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,love,positive,65.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,love,positive,65.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,love,positive,65.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,peeking,neutral,35.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,peeking,neutral,35.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,scared,negative,15.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,super love,positive,75.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,want,positive,70.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,want,positive,70.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,want,positive,70.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,negative,12.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,negative,12.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,negative,12.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,negative,12.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,negative,12.0,food
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,negative,12.0,food
3724de8a-ec2f-4021-a3f1-605d551da9d0,adore,positive,72.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,cherish,positive,70.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,cherish,positive,70.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,cherish,positive,70.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,cherish,positive,70.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,negative,0.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,negative,0.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,dislike,negative,10.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,dislike,negative,10.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,dislike,negative,10.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,dislike,negative,10.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,heart,positive,60.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,heart,positive,60.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,heart,positive,60.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,indifferent,neutral,20.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,indifferent,neutral,20.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,indifferent,neutral,20.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,interested,positive,30.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,interested,positive,30.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,interested,positive,30.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,intrigued,positive,45.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,intrigued,positive,45.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,intrigued,positive,45.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,intrigued,positive,45.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,intrigued,positive,45.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,like,positive,50.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,love,positive,65.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,peeking,neutral,35.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,scared,negative,15.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,scared,negative,15.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,scared,negative,15.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,scared,negative,15.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,scared,negative,15.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,super love,positive,75.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,super love,positive,75.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,super love,positive,75.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,super love,positive,75.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,super love,positive,75.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,want,positive,70.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,want,positive,70.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,want,positive,70.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,want,positive,70.0,culture
3724de8a-ec2f-4021-a3f1-605d551da9d0,worried,negative,12.0,culture
37331f8d-4fc5-42f6-a367-e59ccde67c45,adore,positive,72.0,soccer
37331f8d-4fc5-42f6-a367-e59ccde67c45,disgust,negative,0.0,soccer
37331f8d-4fc5-42f6-a367-e59ccde67c45,dislike,negative,10.0,soccer
37331f8d-4fc5-42f6-a367-e59ccde67c45,hate,negative,5.0,soccer
37331f8d-4fc5-42f6-a367-e59ccde67c45,hate,negative,5.0,soccer
37331f8d-4fc5-42f6-a367-e59ccde67c45,indifferent,neutral,20.0,soccer
37331f8d-4fc5-42f6-a367-e59ccde67c45,interested,positive,30.0,soccer
37331f8d-4fc5-42f6-a367-e59ccde67c45,love,positive,65.0,soccer
37331f8d-4fc5-42f6-a367-e59ccde67c45,peeking,neutral,35.0,soccer
37331f8d-4fc5-42f6-a367-e59ccde67c45,peeking,neutral,35.0,soccer
37331f8d-4fc5-42f6-a367-e59ccde67c45,super love,positive,75.0,soccer
37331f8d-4fc5-42f6-a367-e59ccde67c45,super love,positive,75.0,soccer
37331f8d-4fc5-42f6-a367-e59ccde67c45,want,positive,70.0,soccer
37331f8d-4fc5-42f6-a367-e59ccde67c45,want,positive,70.0,soccer
37331f8d-4fc5-42f6-a367-e59ccde67c45,worried,negative,12.0,soccer
37c5a8aa-d239-4b94-ae68-2754825d36ff,adore,positive,72.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,adore,positive,72.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,adore,positive,72.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,cherish,positive,70.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,cherish,positive,70.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,disgust,negative,0.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,disgust,negative,0.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,disgust,negative,0.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,dislike,negative,10.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,dislike,negative,10.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,hate,negative,5.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,heart,positive,60.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,heart,positive,60.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,heart,positive,60.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,heart,positive,60.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,heart,positive,60.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,heart,positive,60.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,indifferent,neutral,20.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,indifferent,neutral,20.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,indifferent,neutral,20.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,indifferent,neutral,20.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,interested,positive,30.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,intrigued,positive,45.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,intrigued,positive,45.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,like,positive,50.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,like,positive,50.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,love,positive,65.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,peeking,neutral,35.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,peeking,neutral,35.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,scared,negative,15.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,super love,positive,75.0,Public Speaking
37c5a8aa-d239-4b94-ae68-2754825d36ff,want,positive,70.0,Public Speaking
37ff78d3-d31c-4bde-95c6-83390749a367,heart,positive,60.0,fitness
37ff78d3-d31c-4bde-95c6-83390749a367,like,positive,50.0,fitness
37ff78d3-d31c-4bde-95c6-83390749a367,love,positive,65.0,fitness
37ff78d3-d31c-4bde-95c6-83390749a367,peeking,neutral,35.0,fitness
37ff78d3-d31c-4bde-95c6-83390749a367,scared,negative,15.0,fitness
388bd9db-9d10-4f47-87c4-6db46e83bc95,adore,positive,72.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,cherish,positive,70.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,cherish,positive,70.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,disgust,negative,0.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,dislike,negative,10.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,dislike,negative,10.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,heart,positive,60.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,indifferent,neutral,20.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,interested,positive,30.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,interested,positive,30.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,interested,positive,30.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,like,positive,50.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,like,positive,50.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,like,positive,50.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,love,positive,65.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,scared,negative,15.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,super love,positive,75.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,want,positive,70.0,education
388bd9db-9d10-4f47-87c4-6db46e83bc95,want,positive,70.0,education
3896723f-560c-4008-9635-e3ecf1e2b37c,adore,positive,72.0,cooking
3896723f-560c-4008-9635-e3ecf1e2b37c,indifferent,neutral,20.0,cooking
3896723f-560c-4008-9635-e3ecf1e2b37c,like,positive,50.0,cooking
3896723f-560c-4008-9635-e3ecf1e2b37c,want,positive,70.0,cooking
3896723f-560c-4008-9635-e3ecf1e2b37c,worried,negative,12.0,cooking
38a50d44-5a3d-41c1-bf46-58638def9442,adore,positive,72.0,fitness
38a50d44-5a3d-41c1-bf46-58638def9442,indifferent,neutral,20.0,fitness
38a50d44-5a3d-41c1-bf46-58638def9442,indifferent,neutral,20.0,fitness
38a50d44-5a3d-41c1-bf46-58638def9442,interested,positive,30.0,fitness
38a50d44-5a3d-41c1-bf46-58638def9442,interested,positive,30.0,fitness
38a50d44-5a3d-41c1-bf46-58638def9442,love,positive,65.0,fitness
38a50d44-5a3d-41c1-bf46-58638def9442,peeking,neutral,35.0,fitness
38a50d44-5a3d-41c1-bf46-58638def9442,scared,negative,15.0,fitness
391a9aa4-c04a-431e-8366-712d92267c2b,adore,positive,72.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,adore,positive,72.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,cherish,positive,70.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,cherish,positive,70.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,cherish,positive,70.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,cherish,positive,70.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,cherish,positive,70.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,disgust,negative,0.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,disgust,negative,0.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,dislike,negative,10.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,dislike,negative,10.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,dislike,negative,10.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,hate,negative,5.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,hate,negative,5.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,heart,positive,60.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,heart,positive,60.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,heart,positive,60.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,heart,positive,60.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,indifferent,neutral,20.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,indifferent,neutral,20.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,indifferent,neutral,20.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,interested,positive,30.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,interested,positive,30.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,interested,positive,30.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,intrigued,positive,45.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,intrigued,positive,45.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,intrigued,positive,45.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,like,positive,50.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,like,positive,50.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,like,positive,50.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,love,positive,65.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,love,positive,65.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,love,positive,65.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,peeking,neutral,35.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,peeking,neutral,35.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,peeking,neutral,35.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,scared,negative,15.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,super love,positive,75.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,super love,positive,75.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,super love,positive,75.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,want,positive,70.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,want,positive,70.0,public speaking
391a9aa4-c04a-431e-8366-712d92267c2b,want,positive,70.0,public speaking
3926740f-e4f7-4229-9aad-e435149d0d2f,adore,positive,72.0,science
3926740f-e4f7-4229-9aad-e435149d0d2f,indifferent,neutral,20.0,science
3926740f-e4f7-4229-9aad-e435149d0d2f,indifferent,neutral,20.0,science
3926740f-e4f7-4229-9aad-e435149d0d2f,interested,positive,30.0,science
3926740f-e4f7-4229-9aad-e435149d0d2f,like,positive,50.0,science
3926740f-e4f7-4229-9aad-e435149d0d2f,like,positive,50.0,science
3926740f-e4f7-4229-9aad-e435149d0d2f,love,positive,65.0,science
3926740f-e4f7-4229-9aad-e435149d0d2f,super love,positive,75.0,science
3926740f-e4f7-4229-9aad-e435149d0d2f,super love,positive,75.0,science
3926740f-e4f7-4229-9aad-e435149d0d2f,super love,positive,75.0,science
3926740f-e4f7-4229-9aad-e435149d0d2f,super love,positive,75.0,science
3926740f-e4f7-4229-9aad-e435149d0d2f,want,positive,70.0,science
3926740f-e4f7-4229-9aad-e435149d0d2f,worried,negative,12.0,science
3a106d1f-3942-49d4-9358-417f33d760c6,adore,positive,72.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,adore,positive,72.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,adore,positive,72.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,disgust,negative,0.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,interested,positive,30.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,interested,positive,30.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,interested,positive,30.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,like,positive,50.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,love,positive,65.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,peeking,neutral,35.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,peeking,neutral,35.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,peeking,neutral,35.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,peeking,neutral,35.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,peeking,neutral,35.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,scared,negative,15.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,super love,positive,75.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,super love,positive,75.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,super love,positive,75.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,super love,positive,75.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,want,positive,70.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,want,positive,70.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,worried,negative,12.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,worried,negative,12.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,worried,negative,12.0,Fitness
3a106d1f-3942-49d4-9358-417f33d760c6,worried,negative,12.0,Fitness
3a7b85dd-717e-4460-8144-498fdbc9380c,adore,positive,72.0,education
3a7b85dd-717e-4460-8144-498fdbc9380c,adore,positive,72.0,education
3a7b85dd-717e-4460-8144-498fdbc9380c,cherish,positive,70.0,education
3a7b85dd-717e-4460-8144-498fdbc9380c,disgust,negative,0.0,education
3a7b85dd-717e-4460-8144-498fdbc9380c,disgust,negative,0.0,education
3a7b85dd-717e-4460-8144-498fdbc9380c,disgust,negative,0.0,education
3a7b85dd-717e-4460-8144-498fdbc9380c,disgust,negative,0.0,education
3a7b85dd-717e-4460-8144-498fdbc9380c,disgust,negative,0.0,education
3a7b85dd-717e-4460-8144-498fdbc9380c,dislike,negative,10.0,education
3a7b85dd-717e-4460-8144-498fdbc9380c,dislike,negative,10.0,education
3a7b85dd-717e-4460-8144-498fdbc9380c,dislike,negative,10.0,education
3a7b85dd-717e-4460-8144-498fdbc9380c,dislike,negative,10.0,education
3a7b85dd-717e-4460-8144-498fdbc9380c,hate,negative,5.0,education
3a7b85dd-717e-4460-8144-498fdbc9380c,hate,negative,5.0,education
3a7b85dd-717e-4460-8144-498fdbc9380c,hate,negative,5.0,education
